,second_name,first_name,team,element_type,selected_by_percent,minutes,value_season,total_points,bps,influence,creativity,threat,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,position,Avg Playtime,PPG,PPGP,Full Name
473,Marçal,Fernando,Wolves,2,0.1,618,4.2,19,104,102.6,61.7,13.0,0,0,1,9,0,0,0,2,0,0,0,Defender,16.263157894736842,0.5,2.766990291262136,"Marçal, Fernando - Wolves"
398,Winks,Harry,Spurs,3,1.2,856,4.2,19,124,128.2,77.6,24.0,0,0,1,16,0,0,0,5,0,0,0,Midfielder,22.526315789473685,0.5,1.9976635514018692,"Winks, Harry - Spurs"
155,Tomkins,James,Crystal Palace,2,0.2,551,4.0,18,97,101.2,11.4,29.0,0,0,2,12,0,0,0,1,0,0,2,Defender,14.5,0.47368421052631576,2.9401088929219603,"Tomkins, James - Crystal Palace"
236,Shackleton,Jamie,Leeds,3,0.1,454,3.8,17,72,52.0,45.7,18.0,0,0,1,11,0,0,0,0,0,0,0,Midfielder,11.947368421052632,0.4473684210526316,3.3700440528634363,"Shackleton, Jamie - Leeds"
179,Anício Caldeira Duarte,Bernard,Everton,3,0.0,447,3.8,21,75,104.8,142.7,80.0,1,0,2,7,0,0,0,2,0,0,1,Midfielder,11.763157894736842,0.5526315789473685,4.228187919463087,"Anício Caldeira Duarte, Bernard - Everton"
474,Castro Otto,Jonathan,Wolves,2,0.0,496,3.6,16,58,61.0,31.8,14.0,0,0,1,4,0,0,0,0,0,0,1,Defender,13.052631578947368,0.42105263157894735,2.903225806451613,"Castro Otto, Jonathan - Wolves"
248,Oxlade-Chamberlain,Alex,Liverpool,3,0.2,243,3.5,21,58,70.8,32.9,68.0,1,1,0,6,0,0,0,0,0,0,0,Midfielder,6.394736842105263,0.5526315789473685,7.777777777777778,"Oxlade-Chamberlain, Alex - Liverpool"
110,Long,Kevin,Burnley,2,0.7,636,3.5,14,85,102.6,12.0,25.0,0,0,1,13,0,0,0,2,0,0,1,Defender,16.736842105263158,0.3684210526315789,1.9811320754716981,"Long, Kevin - Burnley"
484,Hoever,Ki-Jana,Wolves,2,2.3,573,3.2,13,80,100.4,59.7,26.0,0,0,0,11,0,0,0,1,0,0,0,Defender,15.078947368421053,0.34210526315789475,2.0418848167539267,"Hoever, Ki-Jana - Wolves"
452,Yarmolenko,Andriy,West Ham,3,0.4,362,3.1,17,47,50.6,80.3,106.0,0,1,1,7,0,0,0,3,0,0,0,Midfielder,9.526315789473685,0.4473684210526316,4.226519337016574,"Yarmolenko, Andriy - West Ham"
403,Tanganga,Japhet,Spurs,2,0.1,487,3.1,14,81,68.8,29.5,40.0,0,0,2,8,0,0,0,2,0,0,0,Defender,12.81578947368421,0.3684210526315789,2.5872689938398357,"Tanganga, Japhet - Spurs"
234,Poveda-Ocampo,Ian Carlo,Leeds,3,0.1,344,3.1,14,43,55.0,71.5,91.0,0,0,0,5,0,0,0,0,0,0,0,Midfielder,9.052631578947368,0.3684210526315789,3.6627906976744184,"Poveda-Ocampo, Ian Carlo - Leeds"
381,Salisu,Mohammed,Southampton,2,0.1,841,3.1,14,119,188.2,29.9,34.0,0,0,0,19,0,0,0,1,0,0,0,Defender,22.13157894736842,0.3684210526315789,1.4982164090368608,"Salisu, Mohammed - Southampton"
222,Casilla Cortés,Francisco,Leeds,1,0.1,270,3.1,14,58,68.0,0.0,0.0,0,0,1,2,0,0,0,0,0,8,2,Goalkeeper,7.105263157894737,0.3684210526315789,4.666666666666667,"Casilla Cortés, Francisco - Leeds"
211,Choudhury,Hamza,Leicester,3,0.1,311,3.1,14,59,34.0,13.5,29.0,0,0,2,2,0,0,0,1,0,0,0,Midfielder,8.18421052631579,0.3684210526315789,4.05144694533762,"Choudhury, Hamza - Leicester"
260,Keita,Naby,Liverpool,3,0.2,517,3.0,15,78,70.6,100.5,119.0,0,0,2,8,0,0,0,1,0,0,0,Midfielder,13.605263157894736,0.39473684210526316,2.611218568665377,"Keita, Naby - Liverpool"
374,N'Lundulu,Daniel,Southampton,4,0.2,102,2.9,13,32,3.2,12.2,16.0,0,0,0,1,0,0,0,0,0,0,0,Forward,2.6842105263157894,0.34210526315789475,11.470588235294118,"N'Lundulu, Daniel - Southampton"
267,Williams,Neco,Liverpool,2,1.3,247,2.8,11,51,42.0,47.8,34.0,0,0,1,1,0,0,0,1,0,0,0,Defender,6.5,0.2894736842105263,4.008097165991903,"Williams, Neco - Liverpool"
167,Mateta,Jean-Philippe,Crystal Palace,4,0.1,215,2.7,15,45,46.6,16.2,80.0,1,0,0,4,0,0,0,0,0,0,2,Forward,5.657894736842105,0.39473684210526316,6.279069767441861,"Mateta, Jean-Philippe - Crystal Palace"
244,San Miguel del Castillo,Adrián,Liverpool,1,0.3,270,2.4,11,60,59.6,0.0,0.0,0,0,1,9,0,0,0,0,0,10,2,Goalkeeper,7.105263157894737,0.2894736842105263,3.6666666666666665,"San Miguel del Castillo, Adrián - Liverpool"
250,van Dijk,Virgil,Liverpool,2,10.0,370,2.3,15,73,82.4,4.8,66.0,1,0,1,11,0,0,0,1,0,0,1,Defender,9.736842105263158,0.39473684210526316,3.648648648648649,"van Dijk, Virgil - Liverpool"
447,Randolph,Darren,West Ham,1,0.2,270,2.2,10,46,46.2,0.0,0.0,0,0,1,3,0,0,0,0,0,6,0,Goalkeeper,7.105263157894737,0.2631578947368421,3.3333333333333335,"Randolph, Darren - West Ham"
123,Benson,Josh,Burnley,3,0.0,260,2.2,10,27,16.0,7.9,13.0,0,0,1,7,0,0,0,0,0,0,0,Midfielder,6.842105263157895,0.2631578947368421,3.4615384615384617,"Benson, Josh - Burnley"
263,Kelleher,Caoimhin,Liverpool,1,0.2,180,2.2,10,41,57.8,0.0,0.0,0,0,1,1,0,0,0,0,0,6,0,Goalkeeper,4.7368421052631575,0.2631578947368421,5.0,"Kelleher, Caoimhin - Liverpool"
336,Longstaff,Matthew,Newcastle,3,0.2,376,2.2,10,47,32.6,35.6,2.0,0,0,1,8,0,0,0,0,0,0,0,Midfielder,9.894736842105264,0.2631578947368421,2.3936170212765955,"Longstaff, Matthew - Newcastle"
443,King,Joshua,Watford,4,1.2,138,2.0,11,18,13.4,5.6,31.0,0,0,0,2,0,0,0,0,0,0,0,Forward,3.6315789473684212,0.2894736842105263,7.173913043478261,"King, Joshua - Watford"
35,Sanson,Morgan,Aston Villa,3,0.1,288,2.0,10,29,25.8,28.8,10.0,0,0,1,4,0,0,0,3,0,0,0,Midfielder,7.578947368421052,0.2631578947368421,3.125,"Sanson, Morgan - Aston Villa"
84,Pröpper,Davy,Brighton,3,0.0,209,2.0,9,38,24.0,5.1,52.0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,5.5,0.23684210526315788,3.8755980861244015,"Pröpper, Davy - Brighton"
256,Origi,Divock,Liverpool,4,1.2,180,2.0,10,23,17.8,33.2,60.0,0,0,1,0,0,0,0,0,0,0,0,Forward,4.7368421052631575,0.2631578947368421,5.0,"Origi, Divock - Liverpool"
259,Gomez,Joseph,Liverpool,2,0.8,589,2.0,10,94,106.8,18.1,0.0,0,0,0,14,0,0,0,0,0,0,0,Defender,15.5,0.2631578947368421,1.5280135823429541,"Gomez, Joseph - Liverpool"
483,Otasowie,Owen,Wolves,3,0.3,185,2.0,9,33,38.2,25.9,34.0,0,1,0,6,0,0,0,1,0,0,0,Midfielder,4.868421052631579,0.23684210526315788,4.378378378378379,"Otasowie, Owen - Wolves"
175,Delph,Fabian,Everton,3,0.2,260,1.8,8,48,37.0,29.8,1.0,0,0,0,6,0,0,0,1,0,0,0,Midfielder,6.842105263157895,0.21052631578947367,2.769230769230769,"Delph, Fabian - Everton"
338,Gilmour,Billy,Norwich,3,8.5,259,1.8,8,38,36.0,50.9,8.0,0,0,1,2,0,0,0,0,0,0,0,Midfielder,6.815789473684211,0.21052631578947367,2.77992277992278,"Gilmour, Billy - Norwich"
109,Stephens,Dale,Burnley,3,0.1,257,1.8,8,33,31.0,8.3,41.0,0,0,0,4,0,0,0,1,0,0,0,Midfielder,6.7631578947368425,0.21052631578947367,2.801556420233463,"Stephens, Dale - Burnley"
305,Tuanzebe,Axel,Man Utd,2,0.2,402,1.6,7,59,95.0,6.0,0.0,0,0,0,8,1,0,0,2,0,0,0,Defender,10.578947368421053,0.18421052631578946,1.5671641791044775,"Tuanzebe, Axel - Man Utd"
312,Williams,Brandon,Man Utd,2,3.5,187,1.2,5,26,26.6,19.4,19.0,0,0,0,3,0,0,0,0,0,0,0,Defender,4.921052631578948,0.13157894736842105,2.406417112299465,"Williams, Brandon - Man Utd"
377,Smallbone,William,Southampton,3,0.0,171,1.1,5,17,16.8,7.4,9.0,0,0,0,5,0,0,0,0,0,0,0,Midfielder,4.5,0.13157894736842105,2.6315789473684212,"Smallbone, William - Southampton"
378,Obafemi,Michael,Southampton,4,7.8,57,0.9,4,12,5.6,10.8,4.0,0,0,0,2,0,0,0,0,0,0,0,Forward,1.5,0.10526315789473684,6.315789473684211,"Obafemi, Michael - Southampton"
488,Ruddy,John,Wolves,1,0.3,91,0.9,4,19,25.4,0.0,0.0,0,0,0,1,0,0,0,0,0,3,0,Goalkeeper,2.3947368421052633,0.10526315789473684,3.956043956043956,"Ruddy, John - Wolves"
124,Peacock-Farrell,Bailey,Burnley,1,0.1,360,0.7,3,49,82.6,0.0,0.0,0,0,0,14,0,0,0,0,0,10,0,Goalkeeper,9.473684210526315,0.07894736842105263,0.75,"Peacock-Farrell, Bailey - Burnley"
121,Norris,Will,Burnley,1,0.2,180,0.7,3,20,15.2,10.0,0.0,0,0,0,4,0,0,0,0,0,2,0,Goalkeeper,4.7368421052631575,0.07894736842105263,1.5,"Norris, Will - Burnley"
48,Moraes,Wesley,Aston Villa,4,0.2,15,0.5,3,11,5.0,1.1,17.0,0,0,0,1,0,0,0,0,0,0,0,Forward,0.39473684210526316,0.07894736842105263,18.0,"Moraes, Wesley - Aston Villa"
106,Bardsley,Phil,Burnley,2,1.0,273,0.5,2,28,39.4,12.9,6.0,0,0,0,8,0,0,0,2,0,0,0,Defender,7.184210526315789,0.05263157894736842,0.6593406593406593,"Bardsley, Phil - Burnley"
193,Virgínia,João,Everton,1,2.3,47,0.5,2,10,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,Goalkeeper,1.236842105263158,0.05263157894736842,3.829787234042553,"Virgínia, João - Everton"
282,Steffen,Zack,Man City,1,0.3,90,0.4,2,8,9.6,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Goalkeeper,2.3684210526315788,0.05263157894736842,2.0,"Steffen, Zack - Man City"
164,Butland,Jack,Crystal Palace,1,0.5,90,0.4,2,14,16.6,0.0,0.0,0,0,0,2,0,0,0,0,0,3,0,Goalkeeper,2.3684210526315788,0.05263157894736842,2.0,"Butland, Jack - Crystal Palace"
196,Gray,Demarai,Everton,3,0.3,18,0.2,1,3,0.2,1.3,3.0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0.47368421052631576,0.02631578947368421,5.0,"Gray, Demarai - Everton"
1,Rúnarsson,Rúnar Alex,Arsenal,1,1.2,15,0.2,1,8,16.6,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,Goalkeeper,0.39473684210526316,0.02631578947368421,6.0,"Rúnarsson, Rúnar Alex - Arsenal"
